year,city,home_appreciation
2023,NEWCASTLE,-151594.6200000001
2000,NORMANDY PARK,49766.44
2001,NORMANDY PARK,-3705.6600000000326
2002,NORMANDY PARK,24690.340000000026
2003,NORMANDY PARK,44064.159999999974
2004,NORMANDY PARK,36776.99000000005
2005,NORMANDY PARK,46142.70999999996
2006,NORMANDY PARK,103786.63
2007,NORMANDY PARK,65135.609999999986
2008,NORMANDY PARK,-85836.57999999996
2009,NORMANDY PARK,-4648.900000000023
2010,NORMANDY PARK,-75062.54999999999
2011,NORMANDY PARK,-51016.45000000001
2012,NORMANDY PARK,2129.5599999999977
2013,NORMANDY PARK,6159.239999999991
2014,NORMANDY PARK,112696.77999999997
2015,NORMANDY PARK,-26545.929999999935
2016,NORMANDY PARK,115691.53999999992
2017,NORMANDY PARK,14486.69000000006
2018,NORMANDY PARK,92033.05999999994
2019,NORMANDY PARK,59563.43000000005
2020,NORMANDY PARK,33713.65000000002
2021,NORMANDY PARK,164075.16000000003
2022,NORMANDY PARK,64724.18000000005
2023,NORMANDY PARK,-87534.92000000016
2000,NORTH BEND,20288.869999999995
2001,NORTH BEND,21004.45000000001
2002,NORTH BEND,-4585.599999999977
2003,NORTH BEND,23938.01999999996
2004,NORTH BEND,17348.350000000035
2005,NORTH BEND,55292.09999999998
2006,NORTH BEND,52505.04999999999
2007,NORTH BEND,-1333.679999999993
2008,NORTH BEND,-28633.72999999998
2009,NORTH BEND,-24074.70000000001
2010,NORTH BEND,-21489.429999999993
2011,NORTH BEND,-27467.659999999974
2012,NORTH BEND,25707.72999999998
2013,NORTH BEND,37770.640000000014
2014,NORTH BEND,24995.679999999993
2015,NORTH BEND,71093.45000000001
2016,NORTH BEND,60022.54999999993
2017,NORTH BEND,42963.51000000001
2018,NORTH BEND,65587.25
2019,NORTH BEND,77841.45000000007
2020,NORTH BEND,65465.130000000005
2021,NORTH BEND,166401.83999999997
2022,NORTH BEND,213542.96999999997
2023,NORTH BEND,-16976.469999999972
2000,PACIFIC,6223.720000000001
2001,PACIFIC,5711.2699999999895
2002,PACIFIC,19789.899999999994
2003,PACIFIC,3969.1900000000023
2004,PACIFIC,22923.209999999992
2005,PACIFIC,36863.49000000002
2006,PACIFIC,37821.43999999997
2007,PACIFIC,20828.47000000003
2008,PACIFIC,-42243.20000000001
2009,PACIFIC,-29236.25
2010,PACIFIC,-22438.169999999984
2011,PACIFIC,-20209.940000000002
2012,PACIFIC,7080.209999999992
2013,PACIFIC,24679.72
2014,PACIFIC,8060.989999999991
2015,PACIFIC,8982.950000000012
2016,PACIFIC,42082.72999999998
2017,PACIFIC,31201.590000000026
2018,PACIFIC,18988.149999999965
2019,PACIFIC,44567.72000000003
2020,PACIFIC,40403.70000000001
2021,PACIFIC,65638.62
2022,PACIFIC,70241.39999999997
2023,PACIFIC,-19539.329999999958
2000,REDMOND,25667.23999999999
2001,REDMOND,13403.679999999993
2002,REDMOND,25157.610000000044
2003,REDMOND,13675.570000000007
2004,REDMOND,52351.5
2005,REDMOND,79197.68
2006,REDMOND,87721.03999999998
2007,REDMOND,46435.47999999998
2008,REDMOND,-5110.619999999995
2009,REDMOND,-89947.91999999993
2010,REDMOND,991.0899999999674
2011,REDMOND,-18110.68000000005
2012,REDMOND,4245.800000000047
2013,REDMOND,73347.04000000004
2014,REDMOND,53582.53999999992
2015,REDMOND,60269.09999999998
2016,REDMOND,75723.62
2017,REDMOND,162989.81000000006
2018,REDMOND,82807.78000000003
2019,REDMOND,24818.489999999874
2020,REDMOND,50005.94000000018
2021,REDMOND,353103.1699999999
2022,REDMOND,164400.08000000007
2023,REDMOND,-129054.40000000014
2000,RENTON,21094.149999999994
2001,RENTON,19734.77000000002
2002,RENTON,8612.809999999998
2003,RENTON,15868.059999999998
2004,RENTON,38892.20000000001
2005,RENTON,45075.34999999998
2006,RENTON,57901.73000000004
2007,RENTON,42946.31
2008,RENTON,-18790.320000000007
2009,RENTON,-53589.5
2010,RENTON,-17874.869999999995
2011,RENTON,-26169.800000000047
2012,RENTON,14495.25
2013,RENTON,34895.95000000001
2014,RENTON,25921.340000000026
2015,RENTON,-3891.4000000000233
2016,RENTON,60105.41000000003
2017,RENTON,52857.149999999965
2018,RENTON,38537.42999999999
2019,RENTON,26238.400000000023
2020,RENTON,60205.20999999996
2021,RENTON,150550.90000000002
2022,RENTON,43939.07999999996
2023,RENTON,5992.640000000014
2000,SAMMAMISH,31498.670000000042
2001,SAMMAMISH,8477.609999999986
2002,SAMMAMISH,28311.330000000016
2003,SAMMAMISH,15040.569999999949
2004,SAMMAMISH,39162.43000000005
2005,SAMMAMISH,69320.73999999993
2006,SAMMAMISH,118468.90000000002
2007,SAMMAMISH,23984.22999999998
2008,SAMMAMISH,-26051.829999999958
2009,SAMMAMISH,-89731.71999999997
2010,SAMMAMISH,650.390000000014
2011,SAMMAMISH,-565.2100000000792
2012,SAMMAMISH,6734.540000000037
2013,SAMMAMISH,66372.13
2014,SAMMAMISH,54704.29000000004
2015,SAMMAMISH,50796.909999999916
2016,SAMMAMISH,120561.96000000008
2017,SAMMAMISH,108820.35999999999
2018,SAMMAMISH,80987.20999999996
2019,SAMMAMISH,-187.70999999996275
2020,SAMMAMISH,113374.84999999986
2021,SAMMAMISH,349149.6100000001
2022,SAMMAMISH,254319.1499999999
2023,SAMMAMISH,-109828.46999999997
2000,SeaTac,13214.73000000001
2001,SeaTac,9873.079999999987
2002,SeaTac,15565.870000000024
2003,SeaTac,12108.00999999998
2004,SeaTac,20053.179999999993
2005,SeaTac,30888.54999999999
2006,SeaTac,32363.580000000016
2007,SeaTac,60655.17999999999
2008,SeaTac,-61534.75
2009,SeaTac,-47258.56999999998
2010,SeaTac,-7378.8399999999965
2011,SeaTac,-42830.44
2012,SeaTac,-12659.74000000002
2013,SeaTac,46427.29000000001
2014,SeaTac,17587.839999999997
2015,SeaTac,28590.209999999992
2016,SeaTac,53712.330000000016
2017,SeaTac,45394.94
2018,SeaTac,41284.580000000016
2019,SeaTac,24191.709999999963
2020,SeaTac,30272.73999999999
2021,SeaTac,69521
2022,SeaTac,86842.77000000002
2023,SeaTac,-29736.109999999986
2000,SEA-TAC,31793.679999999993
2001,SEA-TAC,28488.429999999993
2002,SEA-TAC,-18181.119999999995
2003,SEA-TAC,23178.75
2004,SEA-TAC,1887.1900000000023
2005,SEA-TAC,43176.31
2006,SEA-TAC,50088.19
2007,SEA-TAC,72291.19
2008,SEA-TAC,-122748.71000000002
2009,SEA-TAC,-38616.669999999984
2010,SEA-TAC,-38262.5
2011,SEA-TAC,88756.83000000002
2012,SEA-TAC,30304
2013,SEA-TAC,-68565.00000000003
2014,SEA-TAC,-1305.5499999999884
2015,SEA-TAC,70414.4
2016,SEA-TAC,30667.820000000007
2017,SEA-TAC,59350
2018,SEA-TAC,31667.940000000002
2019,SEA-TAC,43002.909999999974
2020,SEA-TAC,90219.15000000002
2021,SEA-TAC,165000
2022,SEA-TAC,49928.56999999995
2023,SEA-TAC,-98321.42999999993
2000,SEATTLE,38993.76999999996
2001,SEATTLE,7024.540000000037
2002,SEATTLE,20355.97999999998
2003,SEATTLE,14328.030000000028
2004,SEATTLE,41953.880000000005
2005,SEATTLE,57508.42999999999
2006,SEATTLE,52124.28999999998
2007,SEATTLE,44060.75000000006
2008,SEATTLE,-28077
2009,SEATTLE,-45168.93000000005
2010,SEATTLE,14667.460000000021
2011,SEATTLE,-10631.620000000054
2012,SEATTLE,10177.180000000051
2013,SEATTLE,46481.15000000002
2014,SEATTLE,40860.47999999998
2015,SEATTLE,55299
2016,SEATTLE,63202.419999999925
2017,SEATTLE,93923.87
2018,SEATTLE,87532.96000000008
2019,SEATTLE,-14554.810000000056
2020,SEATTLE,51722.140000000014
2021,SEATTLE,106088.93000000005
2022,SEATTLE,100366.97999999998
2023,SEATTLE,-47119.159999999916
2000,SHORELINE,8827.149999999994
2001,SHORELINE,14243.640000000014
2002,SHORELINE,8564.02999999997
2003,SHORELINE,2964.9100000000326
2004,SHORELINE,40335.90000000002
2005,SHORELINE,44497.69999999995
2006,SHORELINE,38602.080000000016
2007,SHORELINE,37814.78000000003
2008,SHORELINE,-27091.420000000042
2009,SHORELINE,-27649.630000000005
2010,SHORELINE,-11058.599999999977
2011,SHORELINE,5403.559999999998
2012,SHORELINE,-21534.400000000023
2013,SHORELINE,36229.07000000001
2014,SHORELINE,16368
2015,SHORELINE,57673.15000000002
2016,SHORELINE,46599.45000000001
2017,SHORELINE,98037.90000000002
2018,SHORELINE,84368.40999999992
2019,SHORELINE,-31775.119999999995
2020,SHORELINE,76810.15000000002
2021,SHORELINE,119490.26000000001
2022,SHORELINE,76334.16000000003
2023,SHORELINE,-8693.540000000037
